Date,Open,High,Low,Close,Adj Close,Volume,pct_change,log_change,7ma,14ma,21ma,7macd,14macd,7rsi,14rsi,21rsi,7atr,14atr,21atr,7upper,7lower,14upper,14lower,21upper,21lower,7rsv,14rsv,21rsv,AAPL,MTK,GUC,Xintec,Qualcomm,SamSung,Broadcom,VIX,USD,CNY,CCY,HKD,JPY,TWIndex,PLIX,S&P500,Japan225,KoreanIndex,NASDQ,dealer_buy,dealer_sell,dealer_dif,investment_buy,investment_sell,investment_dif,foreign_buy,foreign_sell,foreign_dif,FT_3components,FT_6components,FT_9components,FT_27components,FT_81components,FT_100components
2010-03-10,53.849998474121094,53.95000076293945,53.45000076293945,53.79999923706055,39.104461669921875,6829,0.0,0.0,53.22516224922502,52.94690739016934,52.99433569604423,-0.34286034828840384,0.41987320359302555,159.99984741210938,173.3332316080729,700.0004768376132,0.585714612688337,0.6500001634870257,0.7214288257417225,54.39614755752745,51.80385375036875,54.08963453993396,51.23179403149461,54.04427619011209,50.71286637638716,100.0,100.0,100.0,8.03,527.45,142.0,28.43,38.88,15680.0,19.74,18.57,31.8,0.15,0.69,7.76,0.09,7779.08,358.04,1145.61,10563.92,1662.24,2358.95,1918077660.0,2147620726.0,-229543066.0,2368380100.0,2361902001.0,6478099.0,18112245790.0,11854296210.0,6257949580.0,94.81637927326943,93.91852649702007,86.96297478830331,77.38405583554804,48.501221043545186,45.2953010701543
2010-03-11,54.0,54.0,53.5,53.650001525878906,38.99543762207031,6651,-0.002795856606067139,-0.002791955468641862,53.33137266920269,53.04088384715226,53.05505034655888,-0.3901294358460234,0.32681882353186054,159.99984741210938,216.12850828402946,447.99987792968733,0.5785718645368304,0.6464287894112724,0.6857145400274367,54.52793621062338,51.95777938298711,54.252444216076405,51.29041336274614,54.193915985028504,50.68227420051837,90.62513411057864,93.33343505859375,95.08204102614131,8.05,535.29,144.0,28.43,39.1,15560.0,19.86,18.06,31.73,0.15,0.69,7.76,0.09,7749.66,357.16,1150.24,10664.95,1656.62,2368.46,2082776886.0,2068552806.0,14224080.0,2224351560.0,2747345896.0,-522994336.0,19331563218.0,14553345382.0,4778217836.0,94.6955384180596,93.57772008589737,86.4199845258139,75.9204399653562,47.19766802215877,45.10610301954826
2010-03-12,53.70000076293945,53.70000076293945,53.400001525878906,53.599998474121094,38.9590950012207,12600,-0.0009328927832330955,-0.0009324579092001139,53.398529405352924,53.1155913202402,53.10542735620858,-0.399686989662745,0.24398657469017054,168.4214330458247,284.9998474121094,319.9999128069196,0.535714830671038,0.6285713740757534,0.6357143947056362,54.56860888877621,52.188534404332046,54.383514818256735,51.30219990342295,54.325471858498595,50.71738499371495,87.49994039529838,91.11107720269096,93.44259629611564,8.09,527.45,142.0,28.43,38.95,15560.0,19.65,17.58,31.7,0.15,0.69,7.76,0.09,7748.33,355.37,1149.99,10751.26,1662.74,2367.66,2082122240.0,1583527559.0,498594681.0,1957003940.0,2748747987.0,-791744047.0,19375067817.0,16839578091.0,2535489726.0,94.57439738578812,93.23694912247298,85.87887097138264,74.4770537218518,46.258446633260164,45.355391084194785
2010-03-15,53.5,53.54999923706055,52.70000076293945,52.849998474121094,38.4139518737793,10325,-0.014191107316062655,-0.014091356164500577,53.261396236191835,53.08011356024909,53.081850751056784,-0.3246502411724745,0.18741137326218776,246.15447817692038,1139.9993896484384,4700.068665598527,0.5,0.6499998910086495,0.6404762268066406,54.26904428889896,52.67381263597549,54.39502856486647,51.32640044252751,54.33329294847728,50.719087567938274,0.0,57.777743869357636,68.85242621060385,7.99,519.61,140.5,28.43,38.87,15360.0,19.42,18.0,31.79,0.15,0.68,7.76,0.09,7634.92,350.43,1150.51,10751.98,1649.5,2362.21,1850891961.0,3197094977.0,-1346203016.0,1548638700.0,2375784434.0,-827145734.0,12264155802.0,14224720842.0,-1960565040.0,94.45295856961529,92.89623795725343,85.33970890238294,73.05541264417616,45.667480228413694,45.98137743832225
2010-03-16,52.79999923706055,53.099998474121094,52.75,53.099998474121094,38.59566879272461,13191,0.004708098063728579,0.004719216067578119,53.221046699381,53.08276912341666,53.08352349276072,-0.25287844506341034,0.1440174562575423,733.3435060145971,364.70635754099703,900.000693582284,0.4499996730259487,0.6464285169328962,0.6333332970028832,54.23093787348863,52.75477554029486,54.41845819869288,51.42439916214696,54.37679210699566,50.72796928913994,26.315768339644308,68.88885498046875,77.04914957244112,8.02,521.57,141.0,28.43,39.01,15300.0,19.5,17.69,31.78,0.15,0.68,7.76,0.09,7695.63,359.87,1159.46,10721.71,1648.01,2378.01,2229057325.0,1933122375.0,295934950.0,1951825550.0,2061266854.0,-109441304.0,12326062869.0,12357415674.0,-31352805.0,94.3312243703897,92.55561089148335,84.8025725332291,71.65698960292812,45.403573558041245,46.91626423051832
2010-03-17,53.45000076293945,54.150001525878906,53.400001525878906,54.150001525878906,39.358863830566406,14721,0.019390637528532737,0.019581102113798304,53.45328582168008,53.22526401734992,53.18170050600814,-0.2793016437309245,0.08852694381823456,290.00015258789057,166.00006103515625,176.47050903746256,0.4999994550432478,0.6321427481515067,0.6309523809523809,54.45444490670181,52.674125649938816,54.53901709571456,51.66098312226814,54.4690347676667,50.95953629760022,100.0,100.0,100.0,8.0,536.27,143.5,28.43,38.9,15960.0,19.89,16.91,31.69,0.15,0.69,7.76,0.09,7847.84,364.06,1166.21,10846.98,1682.86,2389.09,6255961760.0,1870779550.0,4385182210.0,2844025450.0,2981639303.0,-137613853.0,36731397246.0,16707498170.0,20023899076.0,94.20919719657591,92.21509217452487,84.26753549942559,70.28321187027107,45.440956248637505,48.08859261719264
2010-03-18,54.25,54.54999923706055,54.04999923706055,54.400001525878906,39.54057312011719,8570,0.004595588106391343,0.0046061802853994355,53.68996506544613,53.382083811344536,53.293725302805385,-0.34591658909440154,0.023813750879041366,258.33285649799404,154.38589446548104,173.23933067701685,0.5357137407575335,0.6285713740757534,0.6309523809523809,54.739344604828446,52.56065517718885,54.597025469231,52.01011793286861,54.56628763287722,51.20037896112855,100.0,100.0,100.0,8.02,530.39,145.0,28.43,40.43,15940.0,19.98,16.62,31.8,0.15,0.69,7.76,0.09,7886.34,361.64,1165.83,10744.03,1675.17,2391.28,5210194820.0,2682856895.0,2527337925.0,2674426940.0,2882130884.0,-207703944.0,31015805371.0,18648321445.0,12367483926.0,94.08687946418212,91.87470600124634,83.73467084177459,68.93545829965194,45.749910372641196,49.42563296566151
2010-03-19,54.45000076293945,54.45000076293945,54.0,54.25,39.431549072265625,5388,-0.0027650050853254607,-0.0027611894905722432,53.8299739400447,53.497926409282236,53.38156476681069,-0.3915058630185085,-0.039214835348551344,344.4445386343406,217.24137023853683,201.85182307156512,0.5285709926060268,0.557142802647182,0.6095237731933594,54.89427992775839,52.53429150081304,54.757845130738225,52.0564412374956,54.67950972660967,51.344299797199845,90.32250125515598,93.18175118819109,94.7367927925034,7.94,528.43,144.0,28.43,40.05,16080.0,20.11,16.97,31.68,0.15,0.68,7.76,0.09,7897.91,355.67,1159.9,10824.72,1686.11,2374.41,3021141050.0,2538228333.0,482912717.0,2293139070.0,2559412033.0,-266272963.0,20598848873.0,18400804234.0,2198044639.0,93.9642735966876,91.53447650941979,83.20405099074748,67.61505662203707,46.29746694916835,50.85573223626773
2010-03-22,54.0,54.0,53.25,53.70000076293945,39.03178024291992,7349,-0.010242071308127869,-0.01018997669831146,53.79748062123283,53.52489395575008,53.410787320939946,-0.3670392048659988,-0.0855870814073333,3100.0534065766296,300.0003633047654,306.2496572737828,0.5642852783203125,0.5714285714285714,0.6190476190476191,54.90021144691493,52.54264547795952,54.766730865732804,52.19755539350967,54.72666359466162,51.44952709951155,54.838749372422015,68.18179453700863,75.4385894465481,8.03,519.61,143.0,28.43,40.28,16020.0,19.94,16.87,31.78,0.15,0.68,7.76,0.09,7835.98,364.25,1165.81,10824.72,1672.67,2395.4,3106014084.0,2904160820.0,201853264.0,2506948590.0,2950054074.0,-443105484.0,10516125515.0,18424743116.0,-7908617601.0,93.84138202496973,91.19442777712794,82.67574775102209,66.32328086526077,47.04815480135808,52.31053779515082
2010-03-23,53.70000076293945,53.79999923706055,53.25,53.349998474121094,38.777381896972656,8057,-0.006560492948994886,-0.0065390665757871615,53.685610021100146,53.501556333462574,53.40521358195688,-0.28896528854385334,-0.11158196227313895,-620.0012207031251,450.00217983651225,586.6668701171873,0.5999995640345982,0.567857197352818,0.6190474373953683,54.89638352587673,52.475044827569135,54.72868166792625,52.33560415535081,54.750345736677545,51.4972735289242,32.258001004124786,52.272605107877865,63.157817245362466,8.16,508.82,143.5,28.43,40.52,16180.0,20.22,16.35,31.77,0.15,0.68,7.76,0.09,7811.87,372.47,1174.17,10774.15,1681.82,2415.24,3156692146.0,3494584699.0,-337892553.0,3668903470.0,3918115883.0,-249212413.0,15485367490.0,18174368073.0,-2689000583.0,93.71820718723075,90.85458382018078,82.14983228619164,65.06134890275415,47.96478419574237,53.72702308966517
2010-03-24,53.5,53.75,53.45000076293945,53.5,38.88640594482422,19132,0.0028037668388580608,0.00280770475549049,53.63920749611604,53.50134868179675,53.41389778068094,-0.21688421444335704,-0.12675593235269186,261.53855182694224,253.8465375733229,505.5550375111261,0.5214282444545201,0.5107141222272601,0.6071426754906064,54.76996517048442,52.78717790464113,54.546329733528644,52.703670266471356,54.78262897591513,51.550704720722706,30.769275913471134,41.9354997489688,68.42102445285909,8.19,509.8,144.0,28.43,40.19,16380.0,19.62,17.55,31.8,0.15,0.68,7.76,0.08,7822.71,365.37,1167.72,10815.03,1681.01,2398.76,3331295373.0,3070714751.0,260580622.0,2388404900.0,2747384851.0,-358979951.0,25061572166.0,18794672587.0,6266899579.0,93.59475152892442,90.5149685895426,81.62637510364837,63.83042013757763,49.00924712210481,55.049249463937386
2010-03-25,53.349998474121094,53.70000076293945,52.900001525878906,53.5,38.88640594482422,14528,0.0,0.0,53.604405611000686,53.501168752018444,53.421780752270045,-0.15717443571279002,-0.1342094944616268,362.49976158233034,463.6375616421253,364.000244140625,0.5857140677315849,0.5178568703787667,0.6261903671991258,54.67974280533129,52.99168642004538,54.505009066273296,52.82356225330678,54.79163603257953,51.660745283105925,14.285818086698734,41.9354997489688,68.42102445285909,8.09,524.51,144.5,28.43,42.19,16380.0,19.65,18.4,31.79,0.15,0.68,7.76,0.08,7838.1,364.83,1165.73,10828.85,1688.39,2397.41,4817816170.0,2879786990.0,1938029180.0,2602441800.0,2479493259.0,122948541.0,21369375959.0,23885498867.0,-2516122908.0,93.47101750268254,90.17560596876919,81.10544603964547,62.63159332731907,50.14331594891342,56.22980952995887
2010-03-26,53.25,54.150001525878906,52.900001525878906,54.0,39.24983215332031,11506,0.009259259259259259,0.00930239266231341,53.70330423187907,53.56771341291415,53.47468472989711,-0.152161151107549,-0.14680389780147857,-599.9949137887195,671.4321525885553,214.89388641609773,0.6571426391601562,0.578571047101702,0.6404760451543898,54.62815496039763,53.000416686156505,54.548784807202075,52.8297862943953,54.7596810093485,51.916509684824675,61.90472730443376,74.19350075309359,85.96487001262196,8.25,549.02,146.5,28.43,41.83,16400.0,19.91,17.77,31.83,0.15,0.68,7.76,0.08,7876.86,362.89,1166.59,10996.37,1697.72,2395.13,4000335879.0,2460954487.0,1539381392.0,2541622400.0,2863195132.0,-321572732.0,29229664830.0,21336435949.0,7893228881.0,93.34700756824087,89.83651977145563,80.58711424454202,61.46590455504439,51.329422508478444,57.23091048305764
2010-03-29,54.150001525878906,54.54999923706055,54.150001525878906,54.5,39.613258361816406,16231,0.009174311926605505,0.009216655104924048,53.90247820959883,53.69207308009295,53.56844070801201,-0.2037802678456088,-0.17177938170736154,1150.0190737773696,385.71451926692487,188.13564801344842,0.6428565979003906,0.589285169328962,0.6333331153506324,54.69239498159609,52.96474765756407,54.70179865891015,52.776772551678576,54.7309979168979,52.226145230888555,100.0,100.0,100.0,8.3,547.06,146.0,28.43,41.76,16360.0,20.22,17.59,31.72,0.15,0.69,7.76,0.08,7947.45,366.37,1173.22,10986.47,1691.99,2404.36,4375002053.0,2796905445.0,1578096608.0,2643862610.0,2087012190.0,556850420.0,24246317882.0,12096027813.0,12150290069.0,93.22272419236504,89.49773373869562,80.07144816823374,60.3343253510979,52.5314004151701,58.02507003726224
2010-03-30,54.5,54.54999923706055,54.349998474121094,54.45000076293945,39.5769157409668,7586,-0.0009182596209360951,-0.0009178382784851251,54.039358866329486,53.7931687053779,53.6490086834185,-0.253930714300783,-0.20093328691072734,574.9985694939821,415.3843445191732,260.606004559137,0.6071423121861049,0.5678566523960659,0.5738093058268229,54.795987917015424,52.918297797270284,54.82081415556622,52.75061441586235,54.837489112675776,52.27679703757534,95.6522460244273,96.96974601075512,97.82611940669827,8.42,539.22,144.0,28.43,42.13,16280.0,20.38,17.13,31.74,0.15,0.69,7.76,0.08,7962.22,368.9,1173.27,11097.14,1700.19,2410.69,2777796250.0,3060178700.0,-282382450.0,2817299910.0,2709020018.0,108279892.0,20722083020.0,15110171513.0,5611911507.0,93.0981698487762,89.15927153655169,79.55851554577379,59.23776097014752,53.715174576230794,58.59541268929323
2010-03-31,54.349998474121094,54.45000076293945,54.20000076293945,54.25,39.431549072265625,10898,-0.0036866500081005186,-0.003679870970144334,54.092019155054906,53.85409970767915,53.703908242188064,-0.27121729987440607,-0.22589856510452622,209.09147656732256,450.00190735348326,268.75044703526214,0.5357137407575335,0.549999509538923,0.5595236278715587,54.904759755551254,52.96666859789461,54.88884447353286,52.76829816562729,54.87685028818684,52.38981666912343,78.26089840977092,84.84849886021576,89.13043117703351,8.39,540.2,144.0,28.43,41.96,16360.0,20.56,17.59,31.75,0.15,0.69,7.77,0.08,7920.06,366.57,1169.43,11089.94,1692.85,2397.96,2608430780.0,2728850076.0,-120419296.0,2865193149.0,1994566317.0,870626832.0,21988697025.0,19388658543.0,2600038482.0,92.97334701807655,88.8211567535374,79.04838338318737,58.17704882745583,54.84938338468581,58.93556921140913
2010-04-01,54.25,54.900001525878906,54.25,54.75,39.79497528076172,12506,0.0091324200913242,0.00917437627604123,54.256514378726166,53.973587348268126,53.799425031528166,-0.3106481196072775,-0.25673284578849537,117.85712339442291,278.260898409771,228.5717399755133,0.5499997820172992,0.5749996730259487,0.5619047255743117,55.11842218719665,53.153006602214624,55.0684179815977,52.75301058983087,54.98246694358394,52.484199868404524,100.0,100.0,100.0,8.43,554.9,154.0,28.43,42.27,16900.0,20.5,17.47,31.68,0.15,0.69,7.77,0.08,8013.09,366.93,1178.1,11244.4,1719.17,2402.58,4685987430.0,2773243073.0,1912744357.0,2902281620.0,2933292467.0,-31010847.0,36000416850.0,20774323817.0,15226093033.0,92.84825818767442,88.48341289811157,78.54111794348319,57.15295709793376,55.90592094518573,59.04919703653016
2010-04-02,54.75,54.900001525878906,54.650001525878906,54.75,39.79497528076172,5632,0.0,0.0,54.37988579103931,54.07713477233078,53.88618572187674,-0.3423122218097858,-0.2883363307560982,120.0,168.42115830177846,188.23547011295994,0.5428570338657924,0.5321426391601562,0.5214284261067709,55.20818053581521,53.420391110738926,55.11014175978901,52.982715601050835,54.96602539058659,52.743498491598125,100.0,100.0,100.0,8.43,549.02,158.5,28.43,42.27,17140.0,20.5,17.47,31.68,0.15,0.69,7.77,0.08,8025.93,366.93,1178.1,11286.09,1723.49,2402.58,3403184882.0,2221687640.0,1181497242.0,2635320690.0,2658597705.0,-23277015.0,16525991663.0,8059111375.0,8466880288.0,92.72290585170923,88.14606339618476,78.03678473286593,56.16618348110075,56.860388825864746,58.949152972233215
2010-04-06,54.900001525878906,55.54999923706055,54.900001525878906,55.29999923706055,40.194732666015625,15824,0.00994573679292119,0.009995526035305267,54.60991416232591,54.240218498111545,54.01518024141076,-0.4036536769502408,-0.32919814497557254,113.88889477576987,159.0910273149569,195.74490534674808,0.5214282444545201,0.5535711560930524,0.5190473284040179,55.4058083479851,53.73704879487204,55.313986954961216,53.09315622915569,55.16513853022405,52.76819473044838,100.0,100.0,100.0,8.56,558.82,159.0,28.43,42.43,17380.0,20.68,16.23,31.52,0.15,0.69,7.76,0.08,8089.65,375.52,1189.44,11282.32,1726.09,2436.81,4474946818.0,3437375723.0,1037571095.0,2652930710.0,2940011704.0,-287080994.0,30146236675.0,11525413580.0,18620823095.0,92.59729251097629,87.80913158863842,77.53544848715255,55.21735413463271,57.692449195407704,58.65636194829593
